Name,Title,Header,TechRoot
IUIAutomationFocusChangedEventHandler,IUIAutomationFocusChangedEventHandler,uiautomationclient.h,WinAuto
IUIAutomationGridItemPattern,IUIAutomationGridItemPattern,uiautomationclient.h,WinAuto
IUIAutomationGridPattern,IUIAutomationGridPattern,uiautomationclient.h,WinAuto
IUIAutomationInvokePattern,IUIAutomationInvokePattern,uiautomationclient.h,WinAuto
IUIAutomationItemContainerPattern,IUIAutomationItemContainerPattern,uiautomationclient.h,WinAuto
IUIAutomationLegacyIAccessiblePattern,IUIAutomationLegacyIAccessiblePattern,uiautomationclient.h,WinAuto
IUIAutomationMultipleViewPattern,IUIAutomationMultipleViewPattern,uiautomationclient.h,WinAuto
IUIAutomationNotCondition,IUIAutomationNotCondition,uiautomationclient.h,WinAuto
IUIAutomationNotificationEventHandler,IUIAutomationNotificationEventHandler,uiautomationclient.h,WinAuto
IUIAutomationObjectModelPattern,IUIAutomationObjectModelPattern,uiautomationclient.h,WinAuto
IUIAutomationOrCondition,IUIAutomationOrCondition,uiautomationclient.h,WinAuto
IUIAutomationPropertyChangedEventHandler,IUIAutomationPropertyChangedEventHandler,uiautomationclient.h,WinAuto
IUIAutomationPropertyCondition,IUIAutomationPropertyCondition,uiautomationclient.h,WinAuto
IUIAutomationProxyFactory,IUIAutomationProxyFactory,uiautomationclient.h,WinAuto
IUIAutomationProxyFactoryEntry,IUIAutomationProxyFactoryEntry,uiautomationclient.h,WinAuto
IUIAutomationProxyFactoryMapping,IUIAutomationProxyFactoryMapping,uiautomationclient.h,WinAuto
IUIAutomationRangeValuePattern,IUIAutomationRangeValuePattern,uiautomationclient.h,WinAuto
IUIAutomationScrollItemPattern,IUIAutomationScrollItemPattern,uiautomationclient.h,WinAuto
IUIAutomationScrollPattern,IUIAutomationScrollPattern,uiautomationclient.h,WinAuto
IUIAutomationSelectionItemPattern,IUIAutomationSelectionItemPattern,uiautomationclient.h,WinAuto
IUIAutomationSelectionPattern,IUIAutomationSelectionPattern,uiautomationclient.h,WinAuto
IUIAutomationSelectionPattern2,IUIAutomationSelectionPattern2,uiautomationclient.h,WinAuto
IUIAutomationSpreadsheetItemPattern,IUIAutomationSpreadsheetItemPattern,uiautomationclient.h,WinAuto
IUIAutomationSpreadsheetPattern,IUIAutomationSpreadsheetPattern,uiautomationclient.h,WinAuto
IUIAutomationStructureChangedEventHandler,IUIAutomationStructureChangedEventHandler,uiautomationclient.h,WinAuto
IUIAutomationStylesPattern,IUIAutomationStylesPattern,uiautomationclient.h,WinAuto
IUIAutomationSynchronizedInputPattern,IUIAutomationSynchronizedInputPattern,uiautomationclient.h,WinAuto
IUIAutomationTableItemPattern,IUIAutomationTableItemPattern,uiautomationclient.h,WinAuto
IUIAutomationTablePattern,IUIAutomationTablePattern,uiautomationclient.h,WinAuto
IUIAutomationTextChildPattern,IUIAutomationTextChildPattern,uiautomationclient.h,WinAuto
IUIAutomationTextEditPattern,IUIAutomationTextEditPattern,uiautomationclient.h,WinAuto
IUIAutomationTextEditTextChangedEventHandler,IUIAutomationTextEditTextChangedEventHandler,uiautomationclient.h,WinAuto
IUIAutomationTextPattern,IUIAutomationTextPattern,uiautomationclient.h,WinAuto
IUIAutomationTextPattern2,IUIAutomationTextPattern2,uiautomationclient.h,WinAuto
IUIAutomationTextRange,IUIAutomationTextRange,uiautomationclient.h,WinAuto
IUIAutomationTextRange2,IUIAutomationTextRange2,uiautomationclient.h,WinAuto
IUIAutomationTextRange3,IUIAutomationTextRange3,uiautomationclient.h,WinAuto
IUIAutomationTextRangeArray,IUIAutomationTextRangeArray,uiautomationclient.h,WinAuto
IUIAutomationTogglePattern,IUIAutomationTogglePattern,uiautomationclient.h,WinAuto
IUIAutomationTransformPattern,IUIAutomationTransformPattern,uiautomationclient.h,WinAuto
IUIAutomationTransformPattern2,IUIAutomationTransformPattern2,uiautomationclient.h,WinAuto
IUIAutomationTreeWalker,IUIAutomationTreeWalker,uiautomationclient.h,WinAuto
IUIAutomationValuePattern,IUIAutomationValuePattern,uiautomationclient.h,WinAuto
IUIAutomationVirtualizedItemPattern,IUIAutomationVirtualizedItemPattern,uiautomationclient.h,WinAuto
IUIAutomationWindowPattern,IUIAutomationWindowPattern,uiautomationclient.h,WinAuto
ExtendedProperty,ExtendedProperty,uiautomationclient.h,WinAuto
ActiveEnd,ActiveEnd,uiautomationcore.h,WinAuto
AnimationStyle,AnimationStyle,uiautomationcore.h,WinAuto
BulletStyle,BulletStyle,uiautomationcore.h,WinAuto
CapStyle,CapStyle,uiautomationcore.h,WinAuto
CaretBidiMode,CaretBidiMode,uiautomationcore.h,WinAuto
CaretPosition,CaretPosition,uiautomationcore.h,WinAuto
DockPosition,DockPosition,uiautomationcore.h,WinAuto
ExpandCollapseState,ExpandCollapseState,uiautomationcore.h,WinAuto
FillType,FillType,uiautomationcore.h,WinAuto
FlowDirections,FlowDirections,uiautomationcore.h,WinAuto
LiveSetting,LiveSetting,uiautomationcore.h,WinAuto
NavigateDirection,NavigateDirection,uiautomationcore.h,WinAuto
NotificationKind,NotificationKind,uiautomationcore.h,WinAuto
NotificationProcessing,NotificationProcessing,uiautomationcore.h,WinAuto
OrientationType,OrientationType,uiautomationcore.h,WinAuto
OutlineStyles,OutlineStyles,uiautomationcore.h,WinAuto
ProviderOptions,ProviderOptions,uiautomationcore.h,WinAuto
RowOrColumnMajor,RowOrColumnMajor,uiautomationcore.h,WinAuto
SayAsInterpretAs,SayAsInterpretAs,uiautomationcore.h,WinAuto
ScrollAmount,ScrollAmount,uiautomationcore.h,WinAuto
StructureChangeType,StructureChangeType,uiautomationcore.h,WinAuto
SupportedTextSelection,SupportedTextSelection,uiautomationcore.h,WinAuto
SynchronizedInputType,SynchronizedInputType,uiautomationcore.h,WinAuto
TextDecorationLineStyle,TextDecorationLineStyle,uiautomationcore.h,WinAuto
TextEditChangeType,TextEditChangeType,uiautomationcore.h,WinAuto
TextPatternRangeEndpoint,TextPatternRangeEndpoint,uiautomationcore.h,WinAuto
TextUnit,TextUnit,uiautomationcore.h,WinAuto
ToggleState,ToggleState,uiautomationcore.h,WinAuto
UIAutomationType,UIAutomationType,uiautomationcore.h,WinAuto
VisualEffects,VisualEffects,uiautomationcore.h,WinAuto
WindowInteractionState,WindowInteractionState,uiautomationcore.h,WinAuto
WindowVisualState,WindowVisualState,uiautomationcore.h,WinAuto
ZoomUnit,ZoomUnit,uiautomationcore.h,WinAuto
IAccessibleEx,IAccessibleEx,uiautomationcore.h,WinAuto
IAccessibleHostingElementProviders,IAccessibleHostingElementProviders,uiautomationcore.h,WinAuto
IAnnotationProvider,IAnnotationProvider,uiautomationcore.h,WinAuto
IDockProvider,IDockProvider,uiautomationcore.h,WinAuto
IDragProvider,IDragProvider,uiautomationcore.h,WinAuto
IDropTargetProvider,IDropTargetProvider,uiautomationcore.h,WinAuto
IExpandCollapseProvider,IExpandCollapseProvider,uiautomationcore.h,WinAuto
IGridItemProvider,IGridItemProvider,uiautomationcore.h,WinAuto
IGridProvider,IGridProvider,uiautomationcore.h,WinAuto
IInvokeProvider,IInvokeProvider,uiautomationcore.h,WinAuto
IItemContainerProvider,IItemContainerProvider,uiautomationcore.h,WinAuto
ILegacyIAccessibleProvider,ILegacyIAccessibleProvider,uiautomationcore.h,WinAuto
IMultipleViewProvider,IMultipleViewProvider,uiautomationcore.h,WinAuto
IObjectModelProvider,IObjectModelProvider,uiautomationcore.h,WinAuto
IProxyProviderWinEventHandler,IProxyProviderWinEventHandler,uiautomationcore.h,WinAuto
IProxyProviderWinEventSink,IProxyProviderWinEventSink,uiautomationcore.h,WinAuto
IRangeValueProvider,IRangeValueProvider,uiautomationcore.h,WinAuto
IRawElementProviderAdviseEvents,IRawElementProviderAdviseEvents,uiautomationcore.h,WinAuto
IRawElementProviderFragment,IRawElementProviderFragment,uiautomationcore.h,WinAuto
IRawElementProviderFragmentRoot,IRawElementProviderFragmentRoot,uiautomationcore.h,WinAuto
IRawElementProviderHostingAccessibles,IRawElementProviderHostingAccessibles,uiautomationcore.h,WinAuto
IRawElementProviderHwndOverride,IRawElementProviderHwndOverride,uiautomationcore.h,WinAuto
IRawElementProviderSimple,IRawElementProviderSimple,uiautomationcore.h,WinAuto
IRawElementProviderSimple2,IRawElementProviderSimple2,uiautomationcore.h,WinAuto
IRawElementProviderSimple3,IRawElementProviderSimple3,uiautomationcore.h,WinAuto
IRawElementProviderWindowlessSite,IRawElementProviderWindowlessSite,uiautomationcore.h,WinAuto
IScrollItemProvider,IScrollItemProvider,uiautomationcore.h,WinAuto
IScrollProvider,IScrollProvider,uiautomationcore.h,WinAuto
ISelectionItemProvider,ISelectionItemProvider,uiautomationcore.h,WinAuto
ISelectionProvider,ISelectionProvider,uiautomationcore.h,WinAuto
ISelectionProvider2,ISelectionProvider2,uiautomationcore.h,WinAuto
ISpreadsheetItemProvider,ISpreadsheetItemProvider,uiautomationcore.h,WinAuto
ISpreadsheetProvider,ISpreadsheetProvider,uiautomationcore.h,WinAuto
IStylesProvider,IStylesProvider,uiautomationcore.h,WinAuto
ISynchronizedInputProvider,ISynchronizedInputProvider,uiautomationcore.h,WinAuto
ITableItemProvider,ITableItemProvider,uiautomationcore.h,WinAuto
ITableProvider,ITableProvider,uiautomationcore.h,WinAuto
ITextChildProvider,ITextChildProvider,uiautomationcore.h,WinAuto
ITextEditProvider,ITextEditProvider,uiautomationcore.h,WinAuto
ITextProvider,ITextProvider,uiautomationcore.h,WinAuto
ITextProvider2,ITextProvider2,uiautomationcore.h,WinAuto
ITextRangeProvider,ITextRangeProvider,uiautomationcore.h,WinAuto
ITextRangeProvider2,ITextRangeProvider2,uiautomationcore.h,WinAuto
IToggleProvider,IToggleProvider,uiautomationcore.h,WinAuto
ITransformProvider,ITransformProvider,uiautomationcore.h,WinAuto
ITransformProvider2,ITransformProvider2,uiautomationcore.h,WinAuto
IUIAutomationPatternHandler,IUIAutomationPatternHandler,uiautomationcore.h,WinAuto
IUIAutomationPatternInstance,IUIAutomationPatternInstance,uiautomationcore.h,WinAuto
IUIAutomationRegistrar,IUIAutomationRegistrar,uiautomationcore.h,WinAuto
IValueProvider,IValueProvider,uiautomationcore.h,WinAuto
IVirtualizedItemProvider,IVirtualizedItemProvider,uiautomationcore.h,WinAuto
IWindowProvider,IWindowProvider,uiautomationcore.h,WinAuto
UiaChangeInfo,UiaChangeInfo,uiautomationcore.h,WinAuto
UiaPoint,UiaPoint,uiautomationcore.h,WinAuto
UiaRect,UiaRect,uiautomationcore.h,WinAuto
UIAutomationEventInfo,UIAutomationEventInfo,uiautomationcore.h,WinAuto
UIAutomationMethodInfo,UIAutomationMethodInfo,uiautomationcore.h,WinAuto
UIAutomationParameter,UIAutomationParameter,uiautomationcore.h,WinAuto
UIAutomationPatternInfo,UIAutomationPatternInfo,uiautomationcore.h,WinAuto
UIAutomationPropertyInfo,UIAutomationPropertyInfo,uiautomationcore.h,WinAuto
,UiaEventCallback,uiautomationcoreapi.h,WinAuto
,UiaProviderCallback,uiautomationcoreapi.h,WinAuto
AsyncContentLoadedState,AsyncContentLoadedState,uiautomationcoreapi.h,WinAuto
AutomationElementMode,AutomationElementMode,uiautomationcoreapi.h,WinAuto
AutomationIdentifierType,AutomationIdentifierType,uiautomationcoreapi.h,WinAuto
ConditionType,ConditionType,uiautomationcoreapi.h,WinAuto
EventArgsType,EventArgsType,uiautomationcoreapi.h,WinAuto
NormalizeState,NormalizeState,uiautomationcoreapi.h,WinAuto
PropertyConditionFlags,PropertyConditionFlags,uiautomationcoreapi.h,WinAuto
ProviderType,ProviderType,uiautomationcoreapi.h,WinAuto
TreeScope,TreeScope,uiautomationcoreapi.h,WinAuto
TreeTraversalOptions,TreeTraversalOptions,uiautomationcoreapi.h,WinAuto
DockPattern_SetDockPosition,DockPattern_SetDockPosition,uiautomationcoreapi.h,WinAuto
ExpandCollapsePattern_Collapse,ExpandCollapsePattern_Collapse,uiautomationcoreapi.h,WinAuto
ExpandCollapsePattern_Expand,ExpandCollapsePattern_Expand,uiautomationcoreapi.h,WinAuto
GridPattern_GetItem,GridPattern_GetItem,uiautomationcoreapi.h,WinAuto
InvokePattern_Invoke,InvokePattern_Invoke,uiautomationcoreapi.h,WinAuto
ItemContainerPattern_FindItemByProperty,ItemContainerPattern_FindItemByProperty,uiautomationcoreapi.h,WinAuto
LegacyIAccessiblePattern_DoDefaultAction,LegacyIAccessiblePattern_DoDefaultAction,uiautomationcoreapi.h,WinAuto
LegacyIAccessiblePattern_GetIAccessible,LegacyIAccessiblePattern_GetIAccessible,uiautomationcoreapi.h,WinAuto
LegacyIAccessiblePattern_Select,LegacyIAccessiblePattern_Select,uiautomationcoreapi.h,WinAuto
LegacyIAccessiblePattern_SetValue,LegacyIAccessiblePattern_SetValue,uiautomationcoreapi.h,WinAuto
MultipleViewPattern_GetViewName,MultipleViewPattern_GetViewName,uiautomationcoreapi.h,WinAuto
MultipleViewPattern_SetCurrentView,MultipleViewPattern_SetCurrentView,uiautomationcoreapi.h,WinAuto
RangeValuePattern_SetValue,RangeValuePattern_SetValue,uiautomationcoreapi.h,WinAuto
ScrollItemPattern_ScrollIntoView,ScrollItemPattern_ScrollIntoView,uiautomationcoreapi.h,WinAuto
ScrollPattern_Scroll,ScrollPattern_Scroll,uiautomationcoreapi.h,WinAuto
ScrollPattern_SetScrollPercent,ScrollPattern_SetScrollPercent,uiautomationcoreapi.h,WinAuto
SelectionItemPattern_AddToSelection,SelectionItemPattern_AddToSelection,uiautomationcoreapi.h,WinAuto
SelectionItemPattern_RemoveFromSelection,SelectionItemPattern_RemoveFromSelection,uiautomationcoreapi.h,WinAuto
SelectionItemPattern_Select,SelectionItemPattern_Select,uiautomationcoreapi.h,WinAuto
SynchronizedInputPattern_Cancel,SynchronizedInputPattern_Cancel,uiautomationcoreapi.h,WinAuto
SynchronizedInputPattern_StartListening,SynchronizedInputPattern_StartListening,uiautomationcoreapi.h,WinAuto
TextPattern_get_DocumentRange,TextPattern_get_DocumentRange,uiautomationcoreapi.h,WinAuto
TextPattern_get_SupportedTextSelection,TextPattern_get_SupportedTextSelection,uiautomationcoreapi.h,WinAuto
TextPattern_GetSelection,TextPattern_GetSelection,uiautomationcoreapi.h,WinAuto
TextPattern_GetVisibleRanges,TextPattern_GetVisibleRanges,uiautomationcoreapi.h,WinAuto
TextPattern_RangeFromChild,TextPattern_RangeFromChild,uiautomationcoreapi.h,WinAuto
TextPattern_RangeFromPoint,TextPattern_RangeFromPoint,uiautomationcoreapi.h,WinAuto
TextRange_AddToSelection,TextRange_AddToSelection,uiautomationcoreapi.h,WinAuto
TextRange_Clone,TextRange_Clone,uiautomationcoreapi.h,WinAuto
TextRange_Compare,TextRange_Compare,uiautomationcoreapi.h,WinAuto
TextRange_CompareEndpoints,TextRange_CompareEndpoints,uiautomationcoreapi.h,WinAuto
TextRange_ExpandToEnclosingUnit,TextRange_ExpandToEnclosingUnit,uiautomationcoreapi.h,WinAuto
TextRange_FindAttribute,TextRange_FindAttribute,uiautomationcoreapi.h,WinAuto
TextRange_FindText,TextRange_FindText,uiautomationcoreapi.h,WinAuto
TextRange_GetAttributeValue,TextRange_GetAttributeValue,uiautomationcoreapi.h,WinAuto
TextRange_GetBoundingRectangles,TextRange_GetBoundingRectangles,uiautomationcoreapi.h,WinAuto
TextRange_GetChildren,TextRange_GetChildren,uiautomationcoreapi.h,WinAuto
TextRange_GetEnclosingElement,TextRange_GetEnclosingElement,uiautomationcoreapi.h,WinAuto
TextRange_GetText,TextRange_GetText,uiautomationcoreapi.h,WinAuto
TextRange_Move,TextRange_Move,uiautomationcoreapi.h,WinAuto
TextRange_MoveEndpointByRange,TextRange_MoveEndpointByRange,uiautomationcoreapi.h,WinAuto
TextRange_MoveEndpointByUnit,TextRange_MoveEndpointByUnit,uiautomationcoreapi.h,WinAuto
TextRange_RemoveFromSelection,TextRange_RemoveFromSelection,uiautomationcoreapi.h,WinAuto
TextRange_ScrollIntoView,TextRange_ScrollIntoView,uiautomationcoreapi.h,WinAuto
TextRange_Select,TextRange_Select,uiautomationcoreapi.h,WinAuto
TogglePattern_Toggle,TogglePattern_Toggle,uiautomationcoreapi.h,WinAuto
TransformPattern_Move,TransformPattern_Move,uiautomationcoreapi.h,WinAuto
TransformPattern_Resize,TransformPattern_Resize,uiautomationcoreapi.h,WinAuto
TransformPattern_Rotate,TransformPattern_Rotate,uiautomationcoreapi.h,WinAuto
UiaAddEvent,UiaAddEvent,uiautomationcoreapi.h,WinAuto
UiaClientsAreListening,UiaClientsAreListening,uiautomationcoreapi.h,WinAuto
UiaDisconnectAllProviders,UiaDisconnectAllProviders,uiautomationcoreapi.h,WinAuto
UiaDisconnectProvider,UiaDisconnectProvider,uiautomationcoreapi.h,WinAuto
UiaEventAddWindow,UiaEventAddWindow,uiautomationcoreapi.h,WinAuto
UiaEventRemoveWindow,UiaEventRemoveWindow,uiautomationcoreapi.h,WinAuto
UiaFind,UiaFind,uiautomationcoreapi.h,WinAuto
UiaGetErrorDescription,UiaGetErrorDescription,uiautomationcoreapi.h,WinAuto
UiaGetPatternProvider,UiaGetPatternProvider,uiautomationcoreapi.h,WinAuto
UiaGetPropertyValue,UiaGetPropertyValue,uiautomationcoreapi.h,WinAuto
UiaGetReservedMixedAttributeValue,UiaGetReservedMixedAttributeValue,uiautomationcoreapi.h,WinAuto
UiaGetReservedNotSupportedValue,UiaGetReservedNotSupportedValue,uiautomationcoreapi.h,WinAuto
UiaGetRootNode,UiaGetRootNode,uiautomationcoreapi.h,WinAuto
UiaGetRuntimeId,UiaGetRuntimeId,uiautomationcoreapi.h,WinAuto
UiaGetUpdatedCache,UiaGetUpdatedCache,uiautomationcoreapi.h,WinAuto
UiaHasServerSideProvider,UiaHasServerSideProvider,uiautomationcoreapi.h,WinAuto
UiaHostProviderFromHwnd,UiaHostProviderFromHwnd,uiautomationcoreapi.h,WinAuto
UiaHPatternObjectFromVariant,UiaHPatternObjectFromVariant,uiautomationcoreapi.h,WinAuto
UiaHTextRangeFromVariant,UiaHTextRangeFromVariant,uiautomationcoreapi.h,WinAuto
UiaHUiaNodeFromVariant,UiaHUiaNodeFromVariant,uiautomationcoreapi.h,WinAuto
UiaIAccessibleFromProvider,UiaIAccessibleFromProvider,uiautomationcoreapi.h,WinAuto
UiaLookupId,UiaLookupId,uiautomationcoreapi.h,WinAuto
UiaNavigate,UiaNavigate,uiautomationcoreapi.h,WinAuto
UiaNodeFromFocus,UiaNodeFromFocus,uiautomationcoreapi.h,WinAuto
UiaNodeFromHandle,UiaNodeFromHandle,uiautomationcoreapi.h,WinAuto
UiaNodeFromPoint,UiaNodeFromPoint,uiautomationcoreapi.h,WinAuto
UiaNodeFromProvider,UiaNodeFromProvider,uiautomationcoreapi.h,WinAuto
UiaNodeRelease,UiaNodeRelease,uiautomationcoreapi.h,WinAuto
UiaPatternRelease,UiaPatternRelease,uiautomationcoreapi.h,WinAuto
UiaProviderForNonClient,UiaProviderForNonClient,uiautomationcoreapi.h,WinAuto
UiaProviderFromIAccessible,UiaProviderFromIAccessible,uiautomationcoreapi.h,WinAuto
UiaRaiseActiveTextPositionChangedEvent,UiaRaiseActiveTextPositionChangedEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseAsyncContentLoadedEvent,UiaRaiseAsyncContentLoadedEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseAutomationEvent,UiaRaiseAutomationEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseAutomationPropertyChangedEvent,UiaRaiseAutomationPropertyChangedEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseChangesEvent,UiaRaiseChangesEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseNotificationEvent,UiaRaiseNotificationEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseStructureChangedEvent,UiaRaiseStructureChangedEvent,uiautomationcoreapi.h,WinAuto
UiaRaiseTextEditTextChangedEvent,UiaRaiseTextEditTextChangedEvent,uiautomationcoreapi.h,WinAuto
UiaRectIsEmpty,UiaRectIsEmpty,uiautomationcoreapi.h,WinAuto
UiaRectSetEmpty,UiaRectSetEmpty,uiautomationcoreapi.h,WinAuto
UiaRegisterProviderCallback,UiaRegisterProviderCallback,uiautomationcoreapi.h,WinAuto
UiaRemoveEvent,UiaRemoveEvent,uiautomationcoreapi.h,WinAuto
UiaReturnRawElementProvider,UiaReturnRawElementProvider,uiautomationcoreapi.h,WinAuto
UiaSetFocus,UiaSetFocus,uiautomationcoreapi.h,WinAuto
UiaTextRangeRelease,UiaTextRangeRelease,uiautomationcoreapi.h,WinAuto
ValuePattern_SetValue,ValuePattern_SetValue,uiautomationcoreapi.h,WinAuto
VirtualizedItemPattern_Realize,VirtualizedItemPattern_Realize,uiautomationcoreapi.h,WinAuto
WindowPattern_Close,WindowPattern_Close,uiautomationcoreapi.h,WinAuto
WindowPattern_SetWindowVisualState,WindowPattern_SetWindowVisualState,uiautomationcoreapi.h,WinAuto
WindowPattern_WaitForInputIdle,WindowPattern_WaitForInputIdle,uiautomationcoreapi.h,WinAuto
UiaAndOrCondition,UiaAndOrCondition,uiautomationcoreapi.h,WinAuto
UiaAsyncContentLoadedEventArgs,UiaAsyncContentLoadedEventArgs,uiautomationcoreapi.h,WinAuto
UiaCacheRequest,UiaCacheRequest,uiautomationcoreapi.h,WinAuto
UiaCondition,UiaCondition,uiautomationcoreapi.h,WinAuto
UiaEventArgs,UiaEventArgs,uiautomationcoreapi.h,WinAuto
UiaFindParams,UiaFindParams,uiautomationcoreapi.h,WinAuto
UiaNotCondition,UiaNotCondition,uiautomationcoreapi.h,WinAuto
UiaPropertyChangedEventArgs,UiaPropertyChangedEventArgs,uiautomationcoreapi.h,WinAuto
UiaPropertyCondition,UiaPropertyCondition,uiautomationcoreapi.h,WinAuto
UiaStructureChangedEventArgs,UiaStructureChangedEventArgs,uiautomationcoreapi.h,WinAuto
UiaWindowClosedEventArgs,UiaWindowClosedEventArgs,uiautomationcoreapi.h,WinAuto
,WINEVENTPROC,winuser.h,WinAuto
IsWinEventHookInstalled,IsWinEventHookInstalled,winuser.h,WinAuto
NotifyWinEvent,NotifyWinEvent,winuser.h,WinAuto
RegisterPointerInputTarget,RegisterPointerInputTarget,winuser.h,WinAuto
RegisterPointerInputTargetEx,RegisterPointerInputTargetEx,winuser.h,WinAuto
SetWinEventHook,SetWinEventHook,winuser.h,WinAuto
UnhookWinEvent,UnhookWinEvent,winuser.h,WinAuto
UnregisterPointerInputTarget,UnregisterPointerInputTarget,winuser.h,WinAuto
UnregisterPointerInputTargetEx,UnregisterPointerInputTargetEx,winuser.h,WinAuto
tagACCESSTIMEOUT,ACCESSTIMEOUT,winuser.h,WinAuto
tagFILTERKEYS,FILTERKEYS,winuser.h,WinAuto
tagHIGHCONTRASTA,HIGHCONTRASTA,winuser.h,WinAuto
tagHIGHCONTRASTW,HIGHCONTRASTW,winuser.h,WinAuto
tagMOUSEKEYS,MOUSEKEYS,winuser.h,WinAuto
tagSERIALKEYSA,SERIALKEYSA,winuser.h,WinAuto
tagSERIALKEYSW,SERIALKEYSW,winuser.h,WinAuto
tagSOUNDSENTRYA,SOUNDSENTRYA,winuser.h,WinAuto
tagSOUNDSENTRYW,SOUNDSENTRYW,winuser.h,WinAuto
tagSTICKYKEYS,STICKYKEYS,winuser.h,WinAuto
tagTOGGLEKEYS,TOGGLEKEYS,winuser.h,WinAuto
IContact,IContact,icontact.h,wincontacts
IContactCollection,IContactCollection,icontact.h,wincontacts
IContactManager,IContactManager,icontact.h,wincontacts
IContactProperties,IContactProperties,icontact.h,wincontacts
IContactPropertyCollection,IContactPropertyCollection,icontact.h,wincontacts
UI_COLLECTIONCHANGE,UI_COLLECTIONCHANGE,uiribbon.h,windowsribbon
UI_COMMANDTYPE,UI_COMMANDTYPE,uiribbon.h,windowsribbon
UI_CONTEXTAVAILABILITY,UI_CONTEXTAVAILABILITY,uiribbon.h,windowsribbon
UI_CONTROLDOCK,UI_CONTROLDOCK,uiribbon.h,windowsribbon
UI_EVENTLOCATION,UI_EVENTLOCATION,uiribbon.h,windowsribbon
UI_EVENTTYPE,UI_EVENTTYPE,uiribbon.h,windowsribbon
UI_EXECUTIONVERB,UI_EXECUTIONVERB,uiribbon.h,windowsribbon
UI_FONTDELTASIZE,UI_FONTDELTASIZE,uiribbon.h,windowsribbon
UI_FONTPROPERTIES,UI_FONTPROPERTIES,uiribbon.h,windowsribbon
UI_FONTUNDERLINE,UI_FONTUNDERLINE,uiribbon.h,windowsribbon
UI_FONTVERTICALPOSITION,UI_FONTVERTICALPOSITION,uiribbon.h,windowsribbon
UI_INVALIDATIONS,UI_INVALIDATIONS,uiribbon.h,windowsribbon
UI_OWNERSHIP,UI_OWNERSHIP,uiribbon.h,windowsribbon
UI_SWATCHCOLORMODE,UI_SWATCHCOLORMODE,uiribbon.h,windowsribbon
UI_SWATCHCOLORTYPE,UI_SWATCHCOLORTYPE,uiribbon.h,windowsribbon
UI_VIEWTYPE,UI_VIEWTYPE,uiribbon.h,windowsribbon
UI_VIEWVERB,UI_VIEWVERB,uiribbon.h,windowsribbon
IUIApplication,IUIApplication,uiribbon.h,windowsribbon
IUICollection,IUICollection,uiribbon.h,windowsribbon
IUICollectionChangedEvent,IUICollectionChangedEvent,uiribbon.h,windowsribbon
IUICommandHandler,IUICommandHandler,uiribbon.h,windowsribbon
IUIContextualUI,IUIContextualUI,uiribbon.h,windowsribbon
IUIEventingManager,IUIEventingManager,uiribbon.h,windowsribbon
IUIEventLogger,IUIEventLogger,uiribbon.h,windowsribbon
IUIFramework,IUIFramework,uiribbon.h,windowsribbon
IUIImage,IUIImage,uiribbon.h,windowsribbon
IUIImageFromBitmap,IUIImageFromBitmap,uiribbon.h,windowsribbon
IUIRibbon,IUIRibbon,uiribbon.h,windowsribbon
IUISimplePropertySet,IUISimplePropertySet,uiribbon.h,windowsribbon
_UI_EVENTPARAMS_COMMAND,UI_EVENTPARAMS_COMMAND,uiribbon.h,windowsribbon
_UI_EVENTPARAMS,UI_EVENTPARAMS,uiribbon.h,windowsribbon
,OOBE_COMPLETED_CALLBACK,oobenotification.h,windowssetupandmigration
OOBEComplete,OOBEComplete,oobenotification.h,windowssetupandmigration
RegisterWaitUntilOOBECompleted,RegisterWaitUntilOOBECompleted,oobenotification.h,windowssetupandmigration
UnregisterWaitUntilOOBECompleted,UnregisterWaitUntilOOBECompleted,oobenotification.h,windowssetupandmigration
_WINHTTP_SECURITY_INFO,WINHTTP_SECURITY_INFO,winhttp.h,winhttp
IProofOfPossessionCookieInfoManager,IProofOfPossessionCookieInfoManager,proofofpossessioncookieinfo.h,wininet
InternetSetStatusCallbackA,InternetSetStatusCallbackA,wininet.h,wininet
InternetSetStatusCallbackW,InternetSetStatusCallbackW,wininet.h,wininet
,GOPHER_ATTRIBUTE_ENUMERATOR,wininet.h,wininet
,INTERNET_STATUS_CALLBACK,wininet.h,wininet
__unnamed_enum_0,INTERNET_SCHEME,wininet.h,wininet
__unnamed_enum_1,InternetCookieState,wininet.h,wininet
CommitUrlCacheEntryA,CommitUrlCacheEntryA,wininet.h,wininet
CommitUrlCacheEntryW,CommitUrlCacheEntryW,wininet.h,wininet
CreateMD5SSOHash,CreateMD5SSOHash,wininet.h,wininet
CreateUrlCacheEntryA,CreateUrlCacheEntryA,wininet.h,wininet
CreateUrlCacheEntryW,CreateUrlCacheEntryW,wininet.h,wininet
CreateUrlCacheGroup,CreateUrlCacheGroup,wininet.h,wininet
DeleteUrlCacheEntry,DeleteUrlCacheEntry,wininet.h,wininet
DeleteUrlCacheEntryA,DeleteUrlCacheEntryA,wininet.h,wininet
DeleteUrlCacheEntryW,DeleteUrlCacheEntryW,wininet.h,wininet
